wcpb_id,operation_id,wpcb_id_per_operation,created_at,image_name,BGA,DIP,Inductor,QFP,REC,"SMD EC",SOP,total_class
7,185,1,"2025-04-28 00:28:00",IMG-20250428-0027,1,0,0,1,1,1,1,5
