
4
5
3
25,243,3,"2025-05-01 16:37:25",IMG-2025-05-01-16:37:25,0,0,0,2,0,16,0,18
26,244,1,"2025-05-01 16:50:04",IMG-2025-05-01-16:50:04,0,0,0,2,1,19,1,23
27,244,2,"2025-05-01 16:50:14",IMG-2025-05-01-16:50:14,0,0,0,3,0,17,2,22
28,244,3,"2025-05-01 16:50:22",IMG-2025-05-01-16:50:22,0,0,0,3,1,17,1,22
29,244,4,"2025-05-01 16:50:31",IMG-2025-05-01-16:50:31,0,0,0,0,0,9,0,9
30,244,5,"2025-05-01 16:50:40",IMG-2025-05-01-16:50:40,0,0,0,0,0,15,1,16
31,244,6,"2025-05-01 16:50:55",IMG-2025-05-01-16:50:55,0,0,0,0,0,17,3,20
32,245,1,"2025-05-01 17:46:02",IMG-2025-05-01-17:46:02,0,0,0,1,0,22,2,25
33,245,2,"2025-05-01 17:46:13",IMG-2025-05-01-17:46:13,0,0,0,1,0,21,3,25
34,245,3,"2025-05-01 17:46:25",IMG-2025-05-01-17:46:25,0,0,0,1,0,8,2,11
35,245,4,"2025-05-01 17:46:34",IMG-2025-05-01-17:46:34,0,0,0,0,0,9,2,11
36,245,5,"2025-05-01 17:46:42",IMG-2025-05-01-17:46:42,0,0,0,0,0,8,1,9
37,246,1,"2025-05-01 17:50:37",IMG-2025-05-01-17:50:37,0,0,0,0,0,22,4,26
38,246,2,"2025-05-01 17:50:46",IMG-2025-05-01-17:50:46,0,0,0,1,0,24,3,28
39,246,3,"2025-05-01 17:50:56",IMG-2025-05-01-17:50:56,0,0,0,2,0,20,2,24
40,247,1,"2025-05-01 17:55:06",IMG-2025-05-01-17:55:06,0,0,0,1,0,22,4,27
41,247,2,"2025-05-01 17:55:15",IMG-2025-05-01-17:55:15,0,0,0,1,0,18,3,22
42,247,3,"2025-05-01 17:55:22",IMG-2025-05-01-17:55:22,0,0,0,0,0,9,1,10
43,248,1,"2025-05-01 17:59:28",IMG-2025-05-01-17:59:28,0,0,0,1,0,24,2,27
44,248,2,"2025-05-01 17:59:35",IMG-2025-05-01-17:59:35,0,0,0,0,0,9,3,12
45,249,1,"2025-05-01 18:00:48",IMG-2025-05-01-18:00:48,0,0,0,1,0,22,3,26
46,249,2,"2025-05-01 18:00:56",IMG-2025-05-01-18:00:56,0,0,0,0,0,7,2,9
47,250,1,"2025-05-01 18:03:20",IMG-2025-05-01-18:03:20,0,0,0,0,0,7,2,9
48,250,2,"2025-05-01 18:03:28",IMG-2025-05-01-18:03:28,0,0,0,1,0,18,2,21
49,251,1,"2025-05-01 18:10:25",IMG-2025-05-01-18:10:25,0,0,0,0,0,22,4,26
50,251,2,"2025-05-01 18:10:34",IMG-2025-05-01-18:10:34,0,0,0,0,0,9,5,14
51,252,1,"2025-05-01 18:10:57",IMG-2025-05-01-18:10:57,0,0,0,1,0,22,5,28
52,253,1,"2025-05-01 18:21:03",IMG-2025-05-01-18:21:03,0,0,0,0,0,22,8,30
53,253,2,"2025-05-01 18:21:12",IMG-2025-05-01-18:21:12,0,0,0,0,0,7,1,8
54,253,3,"2025-05-01 18:21:21",IMG-2025-05-01-18:21:21,0,0,0,1,0,11,3,15
55,254,1,"2025-05-01 18:40:05",IMG-2025-05-01-18:40:05,0,0,0,0,0,22,3,25
56,254,2,"2025-05-01 18:40:19",IMG-2025-05-01-18:40:19,0,0,0,0,0,2,0,2
57,255,1,"2025-05-01 18:42:53",IMG-2025-05-01-18:42:53,0,0,0,2,0,23,1,26
58,256,1,"2025-05-01 18:43:58",IMG-2025-05-01-18:43:58,0,0,0,1,0,10,5,16
59,257,1,"2025-05-01 18:45:20",IMG-2025-05-01-18:45:20,0,0,0,0,0,22,3,25
60,258,1,"2025-05-01 18:49:37",IMG-2025-05-01-18:49:37,0,0,0,1,0,25,3,29
61,258,2,"2025-05-01 18:49:50",IMG-2025-05-01-18:49:50,0,0,0,1,0,22,3,26
62,258,3,"2025-05-01 18:49:58",IMG-2025-05-01-18:49:58,0,0,0,0,0,8,2,10
63,259,1,"2025-05-01 18:55:25",IMG-2025-05-01-18:55:25,0,0,0,0,0,10,3,13
64,259,2,"2025-05-01 18:55:33",IMG-2025-05-01-18:55:33,0,0,0,0,0,4,0,4
65,260,1,"2025-05-01 19:02:28",IMG-2025-05-01-19:02:28,0,0,0,0,0,21,5,26
66,261,1,"2025-05-01 19:04:48",IMG-2025-05-01-19:04:48,0,0,0,0,0,22,5,27
67,262,1,"2025-05-01 19:05:49",IMG-2025-05-01-19:05:49,0,0,0,1,0,19,5,25
68,262,2,"2025-05-01 19:06:06",IMG-2025-05-01-19:06:06,0,0,0,1,0,10,3,14
69,263,1,"2025-05-01 19:11:51",IMG-2025-05-01-19:11:51,0,0,0,0,0,23,3,26
70,263,2,"2025-05-01 19:12:01",IMG-2025-05-01-19:12:01,0,0,0,1,0,18,2,21
71,263,3,"2025-05-01 19:12:11",IMG-2025-05-01-19:12:11,0,0,0,0,0,5,1,6
72,264,1,"2025-05-01 19:12:28",IMG-2025-05-01-19:12:28,0,0,0,0,0,4,0,4
73,264,2,"2025-05-01 19:12:36",IMG-2025-05-01-19:12:36,0,0,0,1,0,8,0,9
74,265,1,"2025-05-01 20:09:02",IMG-2025-05-01-20:09:02,0,0,0,1,0,17,2,20
75,265,2,"2025-05-01 20:09:11",IMG-2025-05-01-20:09:11,0,0,0,0,0,8,2,10
76,266,1,"2025-05-01 20:11:22",IMG-2025-05-01-20:11:22,0,0,0,1,0,11,2,14
77,266,2,"2025-05-01 20:11:30",IMG-2025-05-01-20:11:30,0,0,0,1,0,10,3,14
78,276,1,"2025-05-01 21:34:58",IMG-2025-05-01-21:34:58,0,0,0,1,0,25,4,30
79,276,2,"2025-05-01 21:35:13",IMG-2025-05-01-21:35:13,0,0,0,1,0,14,1,16
80,276,3,"2025-05-01 21:35:27",IMG-2025-05-01-21:35:27,0,0,0,0,0,10,2,12
81,277,1,"2025-05-01 21:39:44",IMG-2025-05-01-21:39:44,0,0,0,0,0,14,1,15
82,278,1,"2025-05-01 21:43:26",IMG-2025-05-01-21:43:26,0,0,0,0,0,4,3,7
83,278,2,"2025-05-01 21:43:54",IMG-2025-05-01-21:43:54,0,0,0,0,0,13,1,14
84,279,1,"2025-05-01 21:45:23",IMG-2025-05-01-21:45:23,0,0,0,0,0,4,3,7
85,280,1,"2025-05-01 21:46:26",IMG-2025-05-01-21:46:26,0,0,0,0,0,10,0,10
86,281,1,"2025-05-01 21:49:08",IMG-2025-05-01-21:49:08,0,0,0,0,0,17,4,21
87,281,2,"2025-05-01 21:49:21",IMG-2025-05-01-21:49:21,0,0,0,0,0,15,0,15
88,281,3,"2025-05-01 21:49:41",IMG-2025-05-01-21:49:41,0,0,0,1,0,10,1,12
89,282,1,"2025-05-01 23:00:13",IMG-2025-05-01-23:00:13,0,0,0,0,0,18,3,21
90,283,1,"2025-05-01 23:05:38",IMG-2025-05-01-23:05:38,0,0,0,0,0,15,1,16
91,284,1,"2025-05-01 23:21:25",IMG-2025-05-01-23:21:25,0,0,0,0,0,14,2,16
92,285,1,"2025-05-01 23:33:11",IMG-2025-05-01-23:33:11,0,0,0,1,0,15,0,16
93,286,1,"2025-05-01 23:34:53",IMG-2025-05-01-23:34:53,0,0,0,2,1,18,1,22
94,287,1,"2025-05-02 00:06:57",IMG-2025-05-02-00:06:57,1,0,0,1,0,23,4,29
95,288,1,"2025-05-02 00:19:52",IMG-2025-05-02-00:19:52,0,0,0,2,0,25,5,32
96,289,1,"2025-05-02 00:28:25",IMG-2025-05-02-00:28:25,0,0,0,0,0,17,5,22
97,290,1,"2025-05-02 00:46:40",IMG-2025-05-02-00:46:40,0,0,0,1,1,23,4,29
98,291,1,"2025-05-02 00:56:13",IMG-2025-05-02-00:56:13,0,0,0,1,0,23,1,25
99,292,1,"2025-05-02 01:15:17",IMG-2025-05-02-01:15:17,0,0,0,1,0,25,3,29
100,293,1,"2025-05-02 01:16:08",IMG-2025-05-02-01:16:08,0,0,0,1,1,23,3,28
101,294,1,"2025-05-02 01:21:08",IMG-2025-05-02-01:21:08,0,0,0,0,0,10,2,12
102,294,2,"2025-05-02 01:21:26",IMG-2025-05-02-01:21:26,0,0,0,0,0,10,1,11
103,294,3,"2025-05-02 01:21:57",IMG-2025-05-02-01:21:57,0,0,0,1,1,22,3,27
104,295,1,"2025-05-02 11:52:44",IMG-2025-05-02-11:52:44,0,0,0,2,0,22,3,27
105,295,2,"2025-05-02 11:53:12",IMG-2025-05-02-11:53:12,0,0,0,0,0,22,3,25
106,295,3,"2025-05-02 11:53:54",IMG-2025-05-02-11:53:54,0,0,0,1,0,24,4,29
107,296,1,"2025-05-02 12:13:24",IMG-2025-05-02-12:13:24,0,0,0,1,0,24,4,29
108,297,1,"2025-05-02 12:15:31",IMG-2025-05-02-12:15:31,0,1,0,2,6,18,0,27
109,298,1,"2025-05-02 12:21:21",IMG-2025-05-02-12:21:21,0,0,0,0,0,15,0,15
110,299,1,"2025-05-02 13:36:13",IMG-2025-05-02-13:36:13,0,1,0,2,4,17,0,24
111,300,1,"2025-05-02 13:43:02",IMG-2025-05-02-13:43:02,0,1,0,2,5,18,0,26
112,301,1,"2025-05-02 13:45:27",IMG-2025-05-02-13:45:27,0,1,0,2,4,18,0,25
