operation_id,wpcb_id_per_operation,total_gold,total_silver,total_copper,total_aluminum,total_lead,total_nickel,total_tin,total_zinc,total_platinum,total_palladium,total_chromium,total_iron
309,1,0.3744700103998184,0.9245460033416748,552.0749878883362,4597.60009865625,0.03333299979567528,8.12610211968422,27.299999050796032,0.5506020039319992,0,0.3502629892900586,0,201.14535903930664
